Round,Date,Team 1,FT,HT,Team 2,Year,Country,FT Team 1,FT Team 2,HT Team 1,HT Team 2,GGD,Team 1 (pts),Team 2 (pts)
3,(Sat) 13 Sep 2014 (W37),Bayern München ,2-0,1-0,VfB Stuttgart ,2014,GER,2,0,1,0,2,3,0
3,(Sat) 13 Sep 2014 (W37),Borussia Dortmund ,3-1,2-0,SC Freiburg ,2014,GER,3,1,2,0,2,3,0
3,(Sat) 13 Sep 2014 (W37),Hertha BSC ,1-3,0-1,1. FSV Mainz 05 ,2014,GER,1,3,0,1,2,0,3
3,(Sat) 13 Sep 2014 (W37),TSG 1899 Hoffenheim ,1-1,0-0,VfL Wolfsburg ,2014,GER,1,1,0,0,0,1,1
3,(Sat) 13 Sep 2014 (W37),Bor. Mönchengladbach ,4-1,1-0,FC Schalke 04 ,2014,GER,4,1,1,0,3,3,0
3,(Sat) 13 Sep 2014 (W37),SC Paderborn 07 ,0-0,0-0,1. FC Köln ,2014,GER,0,0,0,0,0,1,1
3,(Sun) 14 Sep 2014 (W37),Eintracht Frankfurt ,0-1,0-0,FC Augsburg ,2014,GER,0,1,0,0,1,0,3
3,(Sun) 14 Sep 2014 (W37),Hannover 96 ,2-0,2-0,Hamburger SV ,2014,GER,2,0,2,0,2,3,0
4,(Fri) 19 Sep 2014 (W38),SC Freiburg ,2-2,1-1,Hertha BSC ,2014,GER,2,2,1,1,0,1,1
4,(Sat) 20 Sep 2014 (W38),FC Augsburg ,4-2,2-1,Werder Bremen ,2014,GER,4,2,2,1,2,3,0
4,(Sat) 20 Sep 2014 (W38),Hamburger SV ,0-0,0-0,Bayern München ,2014,GER,0,0,0,0,0,1,1
4,(Sat) 20 Sep 2014 (W38),1. FSV Mainz 05 ,2-0,0-0,Borussia Dortmund ,2014,GER,2,0,0,0,2,3,0
4,(Sat) 20 Sep 2014 (W38),SC Paderborn 07 ,2-0,0-0,Hannover 96 ,2014,GER,2,0,0,0,2,3,0
4,(Sat) 20 Sep 2014 (W38),FC Schalke 04 ,2-2,1-2,Eintracht Frankfurt ,2014,GER,2,2,1,2,0,1,1
4,(Sat) 20 Sep 2014 (W38),VfB Stuttgart ,0-2,0-1,TSG 1899 Hoffenheim ,2014,GER,0,2,0,1,2,0,3
4,(Sun) 21 Sep 2014 (W38),1. FC Köln ,0-0,0-0,Bor. Mönchengladbach ,2014,GER,0,0,0,0,0,1,1
4,(Sun) 21 Sep 2014 (W38),VfL Wolfsburg ,4-1,2-1,Bayer 04 Leverkusen ,2014,GER,4,1,2,1,3,3,0
5,(Tue) 23 Sep 2014 (W39),Bayern München ,4-0,2-0,SC Paderborn 07 ,2014,GER,4,0,2,0,4,3,0
5,(Tue) 23 Sep 2014 (W39),Eintracht Frankfurt ,2-2,1-2,1. FSV Mainz 05 ,2014,GER,2,2,1,2,0,1,1
5,(Tue) 23 Sep 2014 (W39),TSG 1899 Hoffenheim ,3-3,1-2,SC Freiburg ,2014,GER,3,3,1,2,0,1,1
5,(Tue) 23 Sep 2014 (W39),Werder Bremen ,0-3,0-0,FC Schalke 04 ,2014,GER,0,3,0,0,3,0,3
5,(Wed) 24 Sep 2014 (W39),Borussia Dortmund ,2-2,0-0,VfB Stuttgart ,2014,GER,2,2,0,0,0,1,1
5,(Wed) 24 Sep 2014 (W39),Hannover 96 ,1-0,1-0,1. FC Köln ,2014,GER,1,0,1,0,1,3,0
5,(Wed) 24 Sep 2014 (W39),Hertha BSC ,1-0,1-0,VfL Wolfsburg ,2014,GER,1,0,1,0,1,3,0
5,(Wed) 24 Sep 2014 (W39),Bayer 04 Leverkusen ,1-0,1-0,FC Augsburg ,2014,GER,1,0,1,0,1,3,0
5,(Wed) 24 Sep 2014 (W39),Bor. Mönchengladbach ,1-0,1-0,Hamburger SV ,2014,GER,1,0,1,0,1,3,0
6,(Fri) 26 Sep 2014 (W39),1. FSV Mainz 05 ,0-0,0-0,TSG 1899 Hoffenheim ,2014,GER,0,0,0,0,0,1,1
6,(Sat) 27 Sep 2014 (W39),1. FC Köln ,0-2,0-1,Bayern München ,2014,GER,0,2,0,1,2,0,3
6,(Sat) 27 Sep 2014 (W39),SC Freiburg ,0-0,0-0,Bayer 04 Leverkusen ,2014,GER,0,0,0,0,0,1,1
6,(Sat) 27 Sep 2014 (W39),SC Paderborn 07 ,1-2,0-2,Bor. Mönchengladbach ,2014,GER,1,2,0,2,1,0,3
6,(Sat) 27 Sep 2014 (W39),FC Schalke 04 ,2-1,2-1,Borussia Dortmund ,2014,GER,2,1,2,1,1,3,0
6,(Sat) 27 Sep 2014 (W39),VfB Stuttgart ,1-0,0-0,Hannover 96 ,2014,GER,1,0,0,0,1,3,0
6,(Sat) 27 Sep 2014 (W39),VfL Wolfsburg ,2-1,1-1,Werder Bremen ,2014,GER,2,1,1,1,1,3,0
6,(Sun) 28 Sep 2014 (W39),FC Augsburg ,1-0,1-0,Hertha BSC ,2014,GER,1,0,1,0,1,3,0
6,(Sun) 28 Sep 2014 (W39),Hamburger SV ,1-2,0-1,Eintracht Frankfurt ,2014,GER,1,2,0,1,1,0,3
7,(Fri) 3 Oct 2014 (W40),Hertha BSC ,3-2,1-1,VfB Stuttgart ,2014,GER,3,2,1,1,1,3,0
7,(Sat) 4 Oct 2014 (W40),Bayern München ,4-0,3-0,Hannover 96 ,2014,GER,4,0,3,0,4,3,0
7,(Sat) 4 Oct 2014 (W40),Borussia Dortmund ,0-1,0-1,Hamburger SV ,2014,GER,0,1,0,1,1,0,3
7,(Sat) 4 Oct 2014 (W40),Eintracht Frankfurt ,3-2,1-1,1. FC Köln ,2014,GER,3,2,1,1,1,3,0
7,(Sat) 4 Oct 2014 (W40),TSG 1899 Hoffenheim ,2-1,2-0,FC Schalke 04 ,2014,GER,2,1,2,0,1,3,0
7,(Sat) 4 Oct 2014 (W40),Bayer 04 Leverkusen ,2-2,1-1,SC Paderborn 07 ,2014,GER,2,2,1,1,0,1,1
7,(Sat) 4 Oct 2014 (W40),Werder Bremen ,1-1,1-1,SC Freiburg ,2014,GER,1,1,1,1,0,1,1
7,(Sun) 5 Oct 2014 (W40),Bor. Mönchengladbach ,1-1,1-1,1. FSV Mainz 05 ,2014,GER,1,1,1,1,0,1,1
7,(Sun) 5 Oct 2014 (W40),VfL Wolfsburg ,1-0,0-0,FC Augsburg ,2014,GER,1,0,0,0,1,3,0
8,(Sat) 18 Oct 2014 (W42),Bayern München ,6-0,4-0,Werder Bremen ,2014,GER,6,0,4,0,6,3,0
8,(Sat) 18 Oct 2014 (W42),1. FC Köln ,2-1,1-0,Borussia Dortmund ,2014,GER,2,1,1,0,1,3,0
8,(Sat) 18 Oct 2014 (W42),SC Freiburg ,1-2,0-1,VfL Wolfsburg ,2014,GER,1,2,0,1,1,0,3
8,(Sat) 18 Oct 2014 (W42),Hannover 96 ,0-3,0-1,Bor. Mönchengladbach ,2014,GER,0,3,0,1,3,0,3
8,(Sat) 18 Oct 2014 (W42),1. FSV Mainz 05 ,2-1,2-0,FC Augsburg ,2014,GER,2,1,2,0,1,3,0
8,(Sat) 18 Oct 2014 (W42),FC Schalke 04 ,2-0,1-0,Hertha BSC ,2014,GER,2,0,1,0,2,3,0
8,(Sat) 18 Oct 2014 (W42),VfB Stuttgart ,3-3,0-3,Bayer 04 Leverkusen ,2014,GER,3,3,0,3,0,1,1
8,(Sun) 19 Oct 2014 (W42),Hamburger SV ,1-1,1-1,TSG 1899 Hoffenheim ,2014,GER,1,1,1,1,0,1,1
8,(Sun) 19 Oct 2014 (W42),SC Paderborn 07 ,3-1,0-0,Eintracht Frankfurt ,2014,GER,3,1,0,0,2,3,0
9,(Fri) 24 Oct 2014 (W43),Werder Bremen ,0-1,0-0,1. FC Köln ,2014,GER,0,1,0,0,1,0,3
9,(Sat) 25 Oct 2014 (W43),FC Augsburg ,2-0,1-0,SC Freiburg ,2014,GER,2,0,1,0,2,3,0
9,(Sat) 25 Oct 2014 (W43),Borussia Dortmund ,0-1,0-0,Hannover 96 ,2014,GER,0,1,0,0,1,0,3
9,(Sat) 25 Oct 2014 (W43),Eintracht Frankfurt ,4-5,1-2,VfB Stuttgart ,2014,GER,4,5,1,2,1,0,3
9,(Sat) 25 Oct 2014 (W43),Hertha BSC ,3-0,0-0,Hamburger SV ,2014,GER,3,0,0,0,3,3,0
9,(Sat) 25 Oct 2014 (W43),TSG 1899 Hoffenheim ,1-0,0-0,SC Paderborn 07 ,2014,GER,1,0,0,0,1,3,0
9,(Sat) 25 Oct 2014 (W43),Bayer 04 Leverkusen ,1-0,0-0,FC Schalke 04 ,2014,GER,1,0,0,0,1,3,0
9,(Sun) 26 Oct 2014 (W43),Bor. Mönchengladbach ,0-0,0-0,Bayern München ,2014,GER,0,0,0,0,0,1,1
9,(Sun) 26 Oct 2014 (W43),VfL Wolfsburg ,3-0,1-0,1. FSV Mainz 05 ,2014,GER,3,0,1,0,3,3,0
10,(Fri) 31 Oct 2014 (W44),FC Schalke 04 ,1-0,1-0,FC Augsburg ,2014,GER,1,0,1,0,1,3,0
10,(Sat) 1 Nov 2014 (W44),Bayern München ,2-1,0-1,Borussia Dortmund ,2014,GER,2,1,0,1,1,3,0
10,(Sat) 1 Nov 2014 (W44),Hamburger SV ,1-0,1-0,Bayer 04 Leverkusen ,2014,GER,1,0,1,0,1,3,0
10,(Sat) 1 Nov 2014 (W44),Hannover 96 ,1-0,0-0,Eintracht Frankfurt ,2014,GER,1,0,0,0,1,3,0
10,(Sat) 1 Nov 2014 (W44),1. FSV Mainz 05 ,1-2,1-1,Werder Bremen ,2014,GER,1,2,1,1,1,0,3
10,(Sat) 1 Nov 2014 (W44),VfB Stuttgart ,0-4,0-2,VfL Wolfsburg ,2014,GER,0,4,0,2,4,0,3
10,(Sun) 2 Nov 2014 (W44),1. FC Köln ,0-1,0-0,SC Freiburg ,2014,GER,0,1,0,0,1,0,3
10,(Sun) 2 Nov 2014 (W44),Bor. Mönchengladbach ,3-1,2-1,TSG 1899 Hoffenheim ,2014,GER,3,1,2,1,2,3,0
10,(Sun) 2 Nov 2014 (W44),SC Paderborn 07 ,3-1,1-1,Hertha BSC ,2014,GER,3,1,1,1,2,3,0
11,(Fri) 7 Nov 2014 (W45),Hertha BSC ,0-2,0-1,Hannover 96 ,2014,GER,0,2,0,1,2,0,3
11,(Sat) 8 Nov 2014 (W45),FC Augsburg ,3-0,1-0,SC Paderborn 07 ,2014,GER,3,0,1,0,3,3,0
11,(Sat) 8 Nov 2014 (W45),Eintracht Frankfurt ,0-4,0-1,Bayern München ,2014,GER,0,4,0,1,4,0,3
11,(Sat) 8 Nov 2014 (W45),SC Freiburg ,2-0,1-0,FC Schalke 04 ,2014,GER,2,0,1,0,2,3,0
11,(Sat) 8 Nov 2014 (W45),TSG 1899 Hoffenheim ,3-4,3-3,1. FC Köln ,2014,GER,3,4,3,3,1,0,3
11,(Sat) 8 Nov 2014 (W45),Bayer 04 Leverkusen ,0-0,0-0,1. FSV Mainz 05 ,2014,GER,0,0,0,0,0,1,1
11,(Sat) 8 Nov 2014 (W45),Werder Bremen ,2-0,1-0,VfB Stuttgart ,2014,GER,2,0,1,0,2,3,0
11,(Sun) 9 Nov 2014 (W45),Borussia Dortmund ,1-0,0-0,Bor. Mönchengladbach ,2014,GER,1,0,0,0,1,3,0
11,(Sun) 9 Nov 2014 (W45),VfL Wolfsburg ,2-0,1-0,Hamburger SV ,2014,GER,2,0,1,0,2,3,0
12,(Sat) 22 Nov 2014 (W47),Bayern München ,4-0,2-0,TSG 1899 Hoffenheim ,2014,GER,4,0,2,0,4,3,0
12,(Sat) 22 Nov 2014 (W47),1. FC Köln ,1-2,0-1,Hertha BSC ,2014,GER,1,2,0,1,1,0,3
12,(Sat) 22 Nov 2014 (W47),Hannover 96 ,1-3,0-0,Bayer 04 Leverkusen ,2014,GER,1,3,0,0,2,0,3
12,(Sat) 22 Nov 2014 (W47),1. FSV Mainz 05 ,2-2,1-1,SC Freiburg ,2014,GER,2,2,1,1,0,1,1
12,(Sat) 22 Nov 2014 (W47),Bor. Mönchengladbach ,1-3,1-0,Eintracht Frankfurt ,2014,GER,1,3,1,0,2,0,3
12,(Sat) 22 Nov 2014 (W47),SC Paderborn 07 ,2-2,0-2,Borussia Dortmund ,2014,GER,2,2,0,2,0,1,1
12,(Sat) 22 Nov 2014 (W47),FC Schalke 04 ,3-2,3-1,VfL Wolfsburg ,2014,GER,3,2,3,1,1,3,0
12,(Sun) 23 Nov 2014 (W47),Hamburger SV ,2-0,0-0,Werder Bremen ,2014,GER,2,0,0,0,2,3,0
12,(Sun) 23 Nov 2014 (W47),VfB Stuttgart ,0-1,0-0,FC Augsburg ,2014,GER,0,1,0,0,1,0,3
13,(Fri) 28 Nov 2014 (W48),SC Freiburg ,1-4,1-1,VfB Stuttgart ,2014,GER,1,4,1,1,3,0,3
13,(Sat) 29 Nov 2014 (W48),FC Augsburg ,3-1,0-1,Hamburger SV ,2014,GER,3,1,0,1,2,3,0
13,(Sat) 29 Nov 2014 (W48),Hertha BSC ,0-1,0-1,Bayern München ,2014,GER,0,1,0,1,1,0,3
13,(Sat) 29 Nov 2014 (W48),TSG 1899 Hoffenheim ,4-3,2-1,Hannover 96 ,2014,GER,4,3,2,1,1,3,0
13,(Sat) 29 Nov 2014 (W48),Bayer 04 Leverkusen ,5-1,1-1,1. FC Köln ,2014,GER,5,1,1,1,4,3,0
13,(Sat) 29 Nov 2014 (W48),FC Schalke 04 ,4-1,2-1,1. FSV Mainz 05 ,2014,GER,4,1,2,1,3,3,0
13,(Sat) 29 Nov 2014 (W48),Werder Bremen ,4-0,1-0,SC Paderborn 07 ,2014,GER,4,0,1,0,4,3,0
13,(Sun) 30 Nov 2014 (W48),Eintracht Frankfurt ,2-0,1-0,Borussia Dortmund ,2014,GER,2,0,1,0,2,3,0
13,(Sun) 30 Nov 2014 (W48),VfL Wolfsburg ,1-0,1-0,Bor. Mönchengladbach ,2014,GER,1,0,1,0,1,3,0
14,(Fri) 5 Dec 2014 (W49),Borussia Dortmund ,1-0,1-0,TSG 1899 Hoffenheim ,2014,GER,1,0,1,0,1,3,0
14,(Sat) 6 Dec 2014 (W49),Bayern München ,1-0,0-0,Bayer 04 Leverkusen ,2014,GER,1,0,0,0,1,3,0
14,(Sat) 6 Dec 2014 (W49),1. FC Köln ,1-2,1-0,FC Augsburg ,2014,GER,1,2,1,0,1,0,3
14,(Sat) 6 Dec 2014 (W49),Hannover 96 ,1-3,1-1,VfL Wolfsburg ,2014,GER,1,3,1,1,2,0,3
14,(Sat) 6 Dec 2014 (W49),Bor. Mönchengladbach ,3-2,1-1,Hertha BSC ,2014,GER,3,2,1,1,1,3,0
14,(Sat) 6 Dec 2014 (W49),SC Paderborn 07 ,1-1,0-1,SC Freiburg ,2014,GER,1,1,0,1,0,1,1
14,(Sat) 6 Dec 2014 (W49),VfB Stuttgart ,0-4,0-3,FC Schalke 04 ,2014,GER,0,4,0,3,4,0,3
14,(Sun) 7 Dec 2014 (W49),Eintracht Frankfurt ,5-2,1-1,Werder Bremen ,2014,GER,5,2,1,1,3,3,0
14,(Sun) 7 Dec 2014 (W49),Hamburger SV ,2-1,1-0,1. FSV Mainz 05 ,2014,GER,2,1,1,0,1,3,0
15,(Fri) 12 Dec 2014 (W50),TSG 1899 Hoffenheim ,3-2,1-0,Eintracht Frankfurt ,2014,GER,3,2,1,0,1,3,0
15,(Sat) 13 Dec 2014 (W50),FC Augsburg ,0-4,0-0,Bayern München ,2014,GER,0,4,0,0,4,0,3
15,(Sat) 13 Dec 2014 (W50),SC Freiburg ,0-0,0-0,Hamburger SV ,2014,GER,0,0,0,0,0,1,1
15,(Sat) 13 Dec 2014 (W50),Hertha BSC ,1-0,1-0,Borussia Dortmund ,2014,GER,1,0,1,0,1,3,0
15,(Sat) 13 Dec 2014 (W50),1. FSV Mainz 05 ,1-1,1-0,VfB Stuttgart ,2014,GER,1,1,1,0,0,1,1
15,(Sat) 13 Dec 2014 (W50),FC Schalke 04 ,1-2,0-0,1. FC Köln ,2014,GER,1,2,0,0,1,0,3
15,(Sat) 13 Dec 2014 (W50),Werder Bremen ,3-3,1-1,Hannover 96 ,2014,GER,3,3,1,1,0,1,1
15,(Sun) 14 Dec 2014 (W50),Bayer 04 Leverkusen ,1-1,1-1,Bor. Mönchengladbach ,2014,GER,1,1,1,1,0,1,1
15,(Sun) 14 Dec 2014 (W50),VfL Wolfsburg ,1-1,1-0,SC Paderborn 07 ,2014,GER,1,1,1,0,0,1,1
16,(Tue) 16 Dec 2014 (W51),Bayern München ,2-0,1-0,SC Freiburg ,2014,GER,2,0,1,0,2,3,0
16,(Tue) 16 Dec 2014 (W51),1. FC Köln ,0-0,0-0,1. FSV Mainz 05 ,2014,GER,0,0,0,0,0,1,1
16,(Tue) 16 Dec 2014 (W51),Hamburger SV ,0-1,0-1,VfB Stuttgart ,2014,GER,0,1,0,1,1,0,3
16,(Tue) 16 Dec 2014 (W51),Hannover 96 ,2-0,1-0,FC Augsburg ,2014,GER,2,0,1,0,2,3,0
16,(Wed) 17 Dec 2014 (W51),Borussia Dortmund ,2-2,1-1,VfL Wolfsburg ,2014,GER,2,2,1,1,0,1,1
16,(Wed) 17 Dec 2014 (W51),Eintracht Frankfurt ,4-4,1-3,Hertha BSC ,2014,GER,4,4,1,3,0,1,1
16,(Wed) 17 Dec 2014 (W51),TSG 1899 Hoffenheim ,0-1,0-0,Bayer 04 Leverkusen ,2014,GER,0,1,0,0,1,0,3
16,(Wed) 17 Dec 2014 (W51),Bor. Mönchengladbach ,4-1,2-0,Werder Bremen ,2014,GER,4,1,2,0,3,3,0
16,(Wed) 17 Dec 2014 (W51),SC Paderborn 07 ,1-2,1-1,FC Schalke 04 ,2014,GER,1,2,1,1,1,0,3
17,(Fri) 19 Dec 2014 (W51),1. FSV Mainz 05 ,1-2,1-1,Bayern München ,2014,GER,1,2,1,1,1,0,3
17,(Sat) 20 Dec 2014 (W51),FC Augsburg ,2-1,1-1,Bor. Mönchengladbach ,2014,GER,2,1,1,1,1,3,0
17,(Sat) 20 Dec 2014 (W51),Bayer 04 Leverkusen ,1-1,0-1,Eintracht Frankfurt ,2014,GER,1,1,0,1,0,1,1
17,(Sat) 20 Dec 2014 (W51),FC Schalke 04 ,0-0,0-0,Hamburger SV ,2014,GER,0,0,0,0,0,1,1
17,(Sat) 20 Dec 2014 (W51),VfB Stuttgart ,0-0,0-0,SC Paderborn 07 ,2014,GER,0,0,0,0,0,1,1
17,(Sat) 20 Dec 2014 (W51),Werder Bremen ,2-1,1-0,Borussia Dortmund ,2014,GER,2,1,1,0,1,3,0
17,(Sat) 20 Dec 2014 (W51),VfL Wolfsburg ,2-1,1-1,1. FC Köln ,2014,GER,2,1,1,1,1,3,0
17,(Sun) 21 Dec 2014 (W51),SC Freiburg ,2-2,1-0,Hannover 96 ,2014,GER,2,2,1,0,0,1,1
17,(Sun) 21 Dec 2014 (W51),Hertha BSC ,0-5,0-3,TSG 1899 Hoffenheim ,2014,GER,0,5,0,3,5,0,3
18,(Fri) 30 Jan 2015 (W5),VfL Wolfsburg ,4-1,2-0,Bayern München ,2014,GER,4,1,2,0,3,3,0
18,(Sat) 31 Jan 2015 (W5),SC Freiburg ,4-1,0-1,Eintracht Frankfurt ,2014,GER,4,1,0,1,3,3,0
18,(Sat) 31 Jan 2015 (W5),Hamburger SV ,0-2,0-0,1. FC Köln ,2014,GER,0,2,0,0,2,0,3
18,(Sat) 31 Jan 2015 (W5),Bayer 04 Leverkusen ,0-0,0-0,Borussia Dortmund ,2014,GER,0,0,0,0,0,1,1
18,(Sat) 31 Jan 2015 (W5),1. FSV Mainz 05 ,5-0,1-0,SC Paderborn 07 ,2014,GER,5,0,1,0,5,3,0
18,(Sat) 31 Jan 2015 (W5),FC Schalke 04 ,1-0,1-0,Hannover 96 ,2014,GER,1,0,1,0,1,3,0
18,(Sat) 31 Jan 2015 (W5),VfB Stuttgart ,0-1,0-0,Bor. Mönchengladbach ,2014,GER,0,1,0,0,1,0,3
18,(Sun) 1 Feb 2015 (W5),FC Augsburg ,3-1,2-1,TSG 1899 Hoffenheim ,2014,GER,3,1,2,1,2,3,0
18,(Sun) 1 Feb 2015 (W5),Werder Bremen ,2-0,1-0,Hertha BSC ,2014,GER,2,0,1,0,2,3,0
19,(Tue) 3 Feb 2015 (W6),Bayern München ,1-1,0-0,FC Schalke 04 ,2014,GER,1,1,0,0,0,1,1
19,(Tue) 3 Feb 2015 (W6),Eintracht Frankfurt ,1-1,0-0,VfL Wolfsburg ,2014,GER,1,1,0,0,0,1,1
19,(Tue) 3 Feb 2015 (W6),Hannover 96 ,1-1,1-0,1. FSV Mainz 05 ,2014,GER,1,1,1,0,0,1,1
19,(Tue) 3 Feb 2015 (W6),Bor. Mönchengladbach ,1-0,1-0,SC Freiburg ,2014,GER,1,0,1,0,1,3,0
19,(Wed) 4 Feb 2015 (W6),Borussia Dortmund ,0-1,0-0,FC Augsburg ,2014,GER,0,1,0,0,1,0,3
19,(Wed) 4 Feb 2015 (W6),1. FC Köln ,0-0,0-0,VfB Stuttgart ,2014,GER,0,0,0,0,0,1,1
19,(Wed) 4 Feb 2015 (W6),Hertha BSC ,0-1,0-0,Bayer 04 Leverkusen ,2014,GER,0,1,0,0,1,0,3
19,(Wed) 4 Feb 2015 (W6),TSG 1899 Hoffenheim ,1-2,1-1,Werder Bremen ,2014,GER,1,2,1,1,1,0,3
19,(Wed) 4 Feb 2015 (W6),SC Paderborn 07 ,0-3,0-1,Hamburger SV ,2014,GER,0,3,0,1,3,0,3
20,(Fri) 6 Feb 2015 (W6),FC Schalke 04 ,1-0,1-0,Bor. Mönchengladbach ,2014,GER,1,0,1,0,1,3,0
20,(Sat) 7 Feb 2015 (W6),1. FC Köln ,0-0,0-0,SC Paderborn 07 ,2014,GER,0,0,0,0,0,1,1
20,(Sat) 7 Feb 2015 (W6),SC Freiburg ,0-3,0-1,Borussia Dortmund ,2014,GER,0,3,0,1,3,0,3
20,(Sat) 7 Feb 2015 (W6),Hamburger SV ,2-1,1-0,Hannover 96 ,2014,GER,2,1,1,0,1,3,0
20,(Sat) 7 Feb 2015 (W6),1. FSV Mainz 05 ,0-2,0-2,Hertha BSC ,2014,GER,0,2,0,2,2,0,3
20,(Sat) 7 Feb 2015 (W6),VfB Stuttgart ,0-2,0-1,Bayern München ,2014,GER,0,2,0,1,2,0,3
20,(Sat) 7 Feb 2015 (W6),VfL Wolfsburg ,3-0,2-0,TSG 1899 Hoffenheim ,2014,GER,3,0,2,0,3,3,0
20,(Sun) 8 Feb 2015 (W6),FC Augsburg ,2-2,2-1,Eintracht Frankfurt ,2014,GER,2,2,2,1,0,1,1
20,(Sun) 8 Feb 2015 (W6),Werder Bremen ,2-1,2-1,Bayer 04 Leverkusen ,2014,GER,2,1,2,1,1,3,0
21,(Fri) 13 Feb 2015 (W7),Borussia Dortmund ,4-2,0-1,1. FSV Mainz 05 ,2014,GER,4,2,0,1,2,3,0
21,(Sat) 14 Feb 2015 (W7),Bayern München ,8-0,3-0,Hamburger SV ,2014,GER,8,0,3,0,8,3,0
21,(Sat) 14 Feb 2015 (W7),Eintracht Frankfurt ,1-0,0-0,FC Schalke 04 ,2014,GER,1,0,0,0,1,3,0
21,(Sat) 14 Feb 2015 (W7),TSG 1899 Hoffenheim ,2-1,1-1,VfB Stuttgart ,2014,GER,2,1,1,1,1,3,0
21,(Sat) 14 Feb 2015 (W7),Bayer 04 Leverkusen ,4-5,0-3,VfL Wolfsburg ,2014,GER,4,5,0,3,1,0,3
21,(Sat) 14 Feb 2015 (W7),Bor. Mönchengladbach ,1-0,0-0,1. FC Köln ,2014,GER,1,0,0,0,1,3,0
21,(Sat) 14 Feb 2015 (W7),Werder Bremen ,3-2,3-1,FC Augsburg ,2014,GER,3,2,3,1,1,3,0
21,(Sun) 15 Feb 2015 (W7),Hannover 96 ,1-2,0-0,SC Paderborn 07 ,2014,GER,1,2,0,0,1,0,3
21,(Sun) 15 Feb 2015 (W7),Hertha BSC ,0-2,0-1,SC Freiburg ,2014,GER,0,2,0,1,2,0,3
22,(Fri) 20 Feb 2015 (W8),VfB Stuttgart ,2-3,1-2,Borussia Dortmund ,2014,GER,2,3,1,2,1,0,3
22,(Sat) 21 Feb 2015 (W8),FC Augsburg ,2-2,0-1,Bayer 04 Leverkusen ,2014,GER,2,2,0,1,0,1,1
22,(Sat) 21 Feb 2015 (W8),1. FC Köln ,1-1,1-1,Hannover 96 ,2014,GER,1,1,1,1,0,1,1
22,(Sat) 21 Feb 2015 (W8),SC Freiburg ,1-1,1-1,TSG 1899 Hoffenheim ,2014,GER,1,1,1,1,0,1,1
22,(Sat) 21 Feb 2015 (W8),1. FSV Mainz 05 ,3-1,1-1,Eintracht Frankfurt ,2014,GER,3,1,1,1,2,3,0
22,(Sat) 21 Feb 2015 (W8),SC Paderborn 07 ,0-6,0-2,Bayern München ,2014,GER,0,6,0,2,6,0,3
22,(Sat) 21 Feb 2015 (W8),FC Schalke 04 ,1-1,0-0,Werder Bremen ,2014,GER,1,1,0,0,0,1,1
22,(Sun) 22 Feb 2015 (W8),Hamburger SV ,1-1,0-0,Bor. Mönchengladbach ,2014,GER,1,1,0,0,0,1,1
22,(Sun) 22 Feb 2015 (W8),VfL Wolfsburg ,2-1,1-1,Hertha BSC ,2014,GER,2,1,1,1,1,3,0
23,(Fri) 27 Feb 2015 (W9),Bayern München ,4-1,2-1,1. FC Köln ,2014,GER,4,1,2,1,3,3,0
23,(Sat) 28 Feb 2015 (W9),Borussia Dortmund ,3-0,0-0,FC Schalke 04 ,2014,GER,3,0,0,0,3,3,0
23,(Sat) 28 Feb 2015 (W9),Eintracht Frankfurt ,2-1,1-1,Hamburger SV ,2014,GER,2,1,1,1,1,3,0
23,(Sat) 28 Feb 2015 (W9),Hannover 96 ,1-1,0-0,VfB Stuttgart ,2014,GER,1,1,0,0,0,1,1
23,(Sat) 28 Feb 2015 (W9),Hertha BSC ,1-0,0-0,FC Augsburg ,2014,GER,1,0,0,0,1,3,0
23,(Sat) 28 Feb 2015 (W9),TSG 1899 Hoffenheim ,2-0,0-0,1. FSV Mainz 05 ,2014,GER,2,0,0,0,2,3,0
23,(Sat) 28 Feb 2015 (W9),Bayer 04 Leverkusen ,1-0,1-0,SC Freiburg ,2014,GER,1,0,1,0,1,3,0
23,(Sun) 1 Mar 2015 (W9),Bor. Mönchengladbach ,2-0,1-0,SC Paderborn 07 ,2014,GER,2,0,1,0,2,3,0
23,(Sun) 1 Mar 2015 (W9),Werder Bremen ,3-5,3-2,VfL Wolfsburg ,2014,GER,3,5,3,2,2,0,3
24,(Fri) 6 Mar 2015 (W10),VfB Stuttgart ,0-0,0-0,Hertha BSC ,2014,GER,0,0,0,0,0,1,1
24,(Sat) 7 Mar 2015 (W10),FC Augsburg ,1-0,0-0,VfL Wolfsburg ,2014,GER,1,0,0,0,1,3,0
24,(Sat) 7 Mar 2015 (W10),SC Freiburg ,0-1,0-1,Werder Bremen ,2014,GER,0,1,0,1,1,0,3
24,(Sat) 7 Mar 2015 (W10),Hamburger SV ,0-0,0-0,Borussia Dortmund ,2014,GER,0,0,0,0,0,1,1
24,(Sat) 7 Mar 2015 (W10),Hannover 96 ,1-3,1-1,Bayern München ,2014,GER,1,3,1,1,2,0,3
24,(Sat) 7 Mar 2015 (W10),1. FSV Mainz 05 ,2-2,0-1,Bor. Mönchengladbach ,2014,GER,2,2,0,1,0,1,1
24,(Sat) 7 Mar 2015 (W10),FC Schalke 04 ,3-1,2-0,TSG 1899 Hoffenheim ,2014,GER,3,1,2,0,2,3,0
